,Room_Type,Hotel_Name,Time_of_Year,Length_of_Stay,Special_Events,Day_of_the_Week,Customer_Ratings,Competitor_Pricing,Historical_Sales_Data,Optimal_Pricing
2536,Single,Sheraton,Summer,44.0,Festivals,Tuesday,Medium,313.25,5199.8,474.04994786979717
2537,Deluxe,Holiday Inn,Spring,49.0,Festivals,Saturday,Medium,325.98,3952.03,1004.7498965201843
2538,Suite,Sheraton,Summer,40.0,Conferences,Thursday,Medium,492.55,2884.05,1248.3451205640622
2539,Suite,Marriott,Spring,23.0,Sports Events,Thursday,Low,477.77,4495.09,644.7839576825904
2540,Deluxe,Holiday Inn,Summer,47.0,Festivals,Thursday,Medium,490.76,4838.43,1179.9529683188653
2541,Deluxe,Sheraton,Summer,57.0,Festivals,Thursday,Medium,496.2,3278.17,1142.437142271274
2542,Double,Holiday Inn,Summer,50.0,Festivals,Thursday,Medium,533.55,7721.67,1128.8868662643424
2543,Suite,Holiday Inn,Summer,67.0,Conferences,Wednesday,Medium,640.12,6203.79,1254.8600425746154
2544,Deluxe,Marriott,Summer,28.0,Conferences,Friday,Medium,706.12,8202.14,1658.4991168419726
2545,Double,Holiday Inn,Spring,53.0,Festivals,Friday,Medium,492.88,5010.61,705.0481242822124
2546,Double,Sheraton,Autumn,38.0,Festivals,Friday,Medium,401.87,4747.55,1019.7361806159836
2547,Suite,Holiday Inn,Spring,51.0,Festivals,Wednesday,Medium,234.3,6122.61,725.672633516509
2548,Double,Holiday Inn,Summer,44.0,Festivals,Thursday,Medium,528.72,5777.16,1088.331819618616
2549,Deluxe,Sheraton,Spring,63.0,Festivals,Thursday,Low,540.28,7969.57,1119.2688736216317
2550,Deluxe,Marriott,Summer,29.0,Festivals,Friday,Medium,596.34,4388.07,1277.7645201989872
2551,Suite,Sheraton,Summer,48.0,Sports Events,Saturday,Low,515.96,5295.11,1292.9903217233214
2552,Double,Holiday Inn,Spring,66.0,Festivals,Wednesday,High,522.88,5280.59,631.8537494763756
2553,Suite,Marriott,Spring,40.0,Conferences,Tuesday,High,566.34,5299.29,834.79467178224
2554,Suite,Holiday Inn,Summer,36.0,Festivals,Thursday,Low,331.56,6493.8,1275.842838986446
2555,Suite,Holiday Inn,Autumn,76.0,Festivals,Sunday,Medium,502.1,5002.12,1472.8892015083425
2556,Double,Marriott,Summer,37.0,Festivals,Thursday,Medium,485.36,6945.03,967.6383584142081
2557,Suite,Holiday Inn,Spring,51.0,Sports Events,Friday,Medium,560.86,6484.35,830.1881765104522
2558,Deluxe,Sheraton,Spring,72.0,Sports Events,Friday,High,506.22,4779.57,980.9640858855715
2559,Double,Marriott,Spring,62.0,Conferences,Tuesday,Medium,769.47,4976.35,864.4061554518178
2560,Suite,Marriott,Summer,52.0,Festivals,Friday,Medium,649.1,4447.97,1023.7220486053413
2561,Suite,Sheraton,Spring,35.0,Conferences,Wednesday,Medium,548.3,5629.43,725.2750678291354
2562,Suite,Sheraton,Spring,50.0,Concerts,Wednesday,Medium,555.61,4156.98,615.5786213201546
2563,Suite,Sheraton,Spring,52.0,Sports Events,Friday,Medium,270.15,3852.3,735.3946826838996
2564,Suite,Marriott,Summer,65.0,Festivals,Friday,Low,435.71,3082.38,1353.4427028554724
2565,Suite,Holiday Inn,Summer,59.0,Sports Events,Thursday,Medium,601.65,6008.94,1172.0172294934587
2566,Suite,Hyatt,Winter,63.0,Festivals,Friday,Low,636.57,5489.07,904.3470620145633
2567,Deluxe,Holiday Inn,Summer,28.0,Conferences,Saturday,Medium,536.2,5216.32,1514.2018030294948
2568,Deluxe,Marriott,Spring,44.0,Sports Events,Thursday,Medium,679.82,4970.44,883.3207590602068
2569,Suite,Sheraton,Winter,46.0,Festivals,Friday,Low,436.34,4361.85,565.1649804009678
2570,Suite,Holiday Inn,Summer,45.0,Conferences,Thursday,Low,333.74,3563.41,1094.6306063524491
2571,Double,Holiday Inn,Summer,41.0,Festivals,Thursday,Medium,467.28,4534.34,876.622559963732
2572,Suite,Holiday Inn,Autumn,48.0,Sports Events,Saturday,Medium,335.69,7754.63,1338.4559582958473
2573,Suite,Holiday Inn,Summer,47.0,Conferences,Tuesday,High,604.27,7491.64,1185.7533247341044
2574,Double,Holiday Inn,Summer,33.0,Festivals,Thursday,Medium,745.06,2469.44,691.8747564976743
2575,Suite,Holiday Inn,Spring,43.0,Festivals,Tuesday,Medium,584.47,5073.95,761.0368495660035
2576,Double,Holiday Inn,Summer,61.0,Conferences,Friday,Low,404.32,4573.0,1131.4859238987942
2577,Suite,Sheraton,Summer,51.0,Sports Events,Saturday,Low,417.39,7080.6,1226.1465198758403
2578,Suite,Holiday Inn,Spring,57.0,Festivals,Wednesday,Medium,357.75,3898.29,695.6048649740944
2579,Suite,Sheraton,Spring,57.0,Sports Events,Thursday,Low,541.71,5285.91,961.4825997587923
2580,Suite,Holiday Inn,Spring,67.0,Festivals,Friday,Medium,782.7,3343.88,927.0089165569593
2581,Suite,Sheraton,Spring,39.0,Festivals,Wednesday,Medium,242.93,4025.43,733.5636197539602
2582,Suite,Holiday Inn,Spring,45.0,Conferences,Friday,Medium,450.83,4086.54,1018.7351658567896
2583,Suite,Sheraton,Summer,21.0,Festivals,Friday,Medium,633.72,2381.16,1062.6080960417596
2584,Deluxe,Sheraton,Spring,40.0,Conferences,Wednesday,Medium,627.22,6096.95,1002.8159923727246
2585,Double,Holiday Inn,Summer,53.0,Festivals,Thursday,Medium,544.01,6367.4,981.5129484922605
2586,Suite,Hilton,Summer,16.0,Sports Events,Tuesday,Medium,309.51,4724.07,846.7433454970801
2587,Single,Holiday Inn,Spring,72.0,Conferences,Wednesday,Medium,143.91,6344.68,613.2171273297745
2588,Double,Sheraton,Summer,60.0,Festivals,Thursday,Low,384.53,5370.18,1149.9013175678092
2589,Suite,Holiday Inn,Spring,56.0,Festivals,Thursday,Low,443.1,5536.1,852.697071893172
2590,Suite,Holiday Inn,Summer,33.0,Conferences,Thursday,Medium,308.81,4097.3,903.7494793300194
2591,Suite,Holiday Inn,Sprin,23.0,Sports Events,Thursday,Medium,449.79,4339.8,678.7581327157558
2592,Double,Holiday Inn,Spring,49.0,Sports Events,Friday,Low,547.2,5590.31,594.6821471231965
2593,Suite,Marriott,Spring,62.0,Conferences,Saturday,Medium,499.06,6065.35,1043.4930685901797
2594,Double,Marriott,Spring,30.0,Conferences,Wednesday,Medium,539.99,5560.88,588.4487911082822
2595,Suite,Holiday Inn,Spring,54.0,Conferences,Thursday,Medium,565.01,3676.79,848.5880497084813
2596,Suite,Sheraton,Spring,50.0,Sports Events,Thursday,Medium,579.72,3900.79,485.70107701028854
2597,Suite,Holiday Inn,Spring,37.0,Festivals,Tuesday,Medium,532.89,3188.5,492.44708952148835
2598,Suite,Marriott,Summer,39.0,Conferences,Thursday,Medium,599.0,4213.48,1260.0560194665265
2599,Suite,Holiday Inn,Spring,36.0,Festivals,Friday,Medium,452.64,6486.92,1078.6769937436268
2600,Suite,Holiday Inn,Spring,35.0,Festivals,Wednesday,Medium,571.25,4525.77,676.4913425045405
2601,Double,Sheraton,Summer,41.0,Festivals,Wednesday,Low,395.48,2630.88,813.8584241743174
2602,Double,Holiday Inn,Summer,39.0,Conferences,Thursday,Medium,533.92,5170.4,1197.3853161843156
2603,Suite,Holiday Inn,Spring,38.0,Festivals,Thursday,Medium,505.04,4994.7,800.6094152471961
2604,Suite,Holiday Inn,Spring,50.0,Festivals,Friday,Medium,522.32,3713.1,883.4713738689209
2605,Suite,Marriott,Summer,34.0,Conferences,Friday,Medium,412.63,5637.29,1129.4743930041893
2606,Suite,Marriott,Spring,48.0,Festivals,Wednesday,Medium,480.83,6424.48,955.3638434550454
2607,Suite,Holiday Inn,Spring,56.0,Sports Events,Friday,Medium,507.95,6200.18,993.8672211481224
2608,Suite,Marriott,Spring,26.0,Conferences,Thursday,Medium,370.75,3350.75,753.4658056700107
2609,Deluxe,Holiday Inn,Autumn,15.0,Festivals,Friday,Medium,434.6,3318.76,1108.3271714385844
2610,Suite,Holiday Inn,Summer,40.0,Festivals,Wednesday,Medium,508.52,4364.68,1032.8629187356328
2611,Suite,Marriott,Spring,30.0,Conferences,Friday,Medium,213.52,5629.33,782.4755043332137
2612,Suite,Holiday Inn,Spring,51.0,Sports Events,Wednesday,Medium,404.99,3976.23,785.0031147604632
2613,Suite,Sheraton,Spring,61.0,Festivals,Wednesday,Medium,376.01,3262.94,735.9226753204811
2614,Deluxe,Holiday Inn,Spring,71.0,Festivals,Thursday,High,565.37,4155.44,909.7788132913072
2615,Deluxe,Sheraton,Summer,62.0,Conferences,Wednesday,Medium,459.62,4661.88,1343.807216259301
2616,Suite,Holiday Inn,Summer,35.0,Sports Events,Tuesday,Medium,622.66,4349.08,814.3542806111592
2617,Suite,Holiday Inn,Summer,64.0,Festivals,Thursday,Medium,394.89,3961.72,935.1324435991226
2618,Double,Sheraton,Spring,75.0,Festivals,Thursday,Medium,554.69,4671.09,965.8713092805754
2619,Deluxe,Holiday Inn,Summer,22.0,Festivals,Thursday,Medium,641.87,6439.82,1405.1756674070505
2620,Deluxe,Holiday Inn,Winter,46.0,Festivals,Friday,Medium,620.12,5952.58,814.0006735732785
2621,Suite,Marriott,Summer,39.0,Conferences,Thursday,Medium,506.53,6128.43,1190.1947752799451
2622,Suite,Holiday Inn,Spring,57.0,Festivals,Friday,Medium,646.98,2043.37,766.8145715054535
2623,Suite,Holiday Inn,Summer,84.0,Festivals,Friday,Medium,631.1,5962.36,1273.0273070547582
2624,Suite,Holiday Inn,Spring,60.0,Festivals,Thursday,High,543.77,3649.78,721.1387982686936
2625,Suite,Holiday Inn,Spring,41.0,Festivals,Thursday,Medium,442.17,4887.98,806.8466286271031
2626,Suite,Holiday Inn,Spring,35.0,Festivals,Thursday,Medium,304.56,7783.21,780.1852273963723
2627,Deluxe,Holiday Inn,Summer,47.0,Sports Events,Thursday,Medium,374.44,4019.18,825.8798641653888
2628,Suite,Marriott,Spring,65.0,Festivals,Friday,Low,478.76,4892.18,1039.3960164500418
2629,Double,Holiday Inn,Summer,52.0,Sports Events,Wednesday,Medium,505.86,4200.71,810.999565403836
2630,Suite,Sheraton,Winter,60.0,Conferences,Thursday,Medium,553.54,5651.84,835.4386646128773
2631,Suite,Holiday Inn,Summer,49.0,Festivals,Tuesday,Medium,416.08,5971.03,1082.5783079312323
2632,Suite,Sheraton,Summer,45.0,Sports Events,Thursday,Medium,623.51,4225.18,794.2058671605106
2633,Double,Sheraton,Summer,39.0,Festivals,Thursday,High,575.62,5883.35,860.9645538653222
2634,Suite,Marriott,Summer,48.0,Sports Events,Friday,Medium,660.39,5978.73,1226.253044684976
2635,Suite,Holiday Inn,Spring,48.0,Conferences,Thursday,High,443.47,5534.01,879.4093729743399
2636,Double,Holiday Inn,Spring,33.0,Conferences,Thursday,High,412.38,4603.47,664.8587460614777
2637,Suite,Sheraton,Summer,51.0,Festivals,Thursday,Medium,571.38,4169.78,1018.6958703268645
2638,Deluxe,Holiday Inn,Spring,51.0,Conferences,Friday,Low,593.23,5570.16,10237.646704735804
2639,Suite,Holiday Inn,Summer,63.0,Conferences,Thursday,Medium,616.66,4921.09,1154.6356549350808
2640,Suite,Holiday Inn,Spring,31.0,Conferences,Friday,Medium,781.0,4110.62,1050.84319784007
2641,Deluxe,Sheraton,Spring,43.0,Conferences,Friday,Medium,508.71,6696.8,1219.8276180367732
2642,Deluxe,Holiday Inn,Spring,49.0,Conferences,Thursday,Medium,733.23,5637.64,1276.820419661895
2643,Deluxe,Holiday Inn,Summer,40.0,Festivals,Thursday,Medium,482.08,6156.13,1328.5944534688674
2644,Suite,Sheraton,Spring,27.0,Festivals,Thursday,Medium,601.36,5121.27,833.3733275985907
2645,Deluxe,Marriott,Summer,55.0,Sports Events,Thursday,Medium,541.57,5064.68,1089.4021859092838
2646,Deluxe,Holiday Inn,Spring,55.0,Festivals,Wednesday,Low,452.04,5259.44,908.8768012298812
2647,Suite,Marriott,Summer,50.0,Conferences,Wednesday,Medium,550.86,7065.68,1254.581334837066
2648,Suite,Holiday Inn,Spring,58.0,Festivals,Wednesday,Medium,580.8,6370.01,927.2834139030281
2649,Suite,Holiday Inn,Summer,45.0,Festivals,Wednesday,Medium,499.86,5382.86,987.2669971847483
2650,Suite,Marriott,Summer,25.0,Festivals,Thursday,Low,430.6,3818.74,915.8009531143518
2651,Deluxe,Holiday Inn,Summer,40.0,Conferences,Thursday,High,492.44,3539.29,1407.5022586598932
2652,Double,Marriott,Spring,46.0,Conferences,Thursday,Medium,498.39,5759.02,859.5151855247
2653,Double,Holiday Inn,Spring,63.0,Parades,Wednesday,High,415.88,5584.3,711.8823841304506
2654,Double,Holiday Inn,Summer,41.0,Festivals,Thursday,Medium,671.55,7796.99,967.0609464626771
2655,Double,Holiday Inn,Spring,61.0,Conferences,Thursday,Medium,610.76,6145.12,985.8947416887232
2656,Suite,Holiday Inn,Summer,9.0,Conferences,Thursday,Medium,441.8,4384.44,1105.6089282187809
2657,Suite,Holiday Inn,Spring,47.0,Festivals,Thursday,Medium,521.83,5287.99,825.9147389816591
2658,Deluxe,Holiday Inn,Summer,56.0,Festivals,Thursday,Medium,649.09,5308.29,1236.113437332833
2659,Suite,Sheraton,Summer,40.0,Festivals,Thursday,Medium,530.55,6848.02,827.4687873206783
2660,Double,Holiday Inn,Winter,63.0,Conferences,Friday,High,689.67,5047.42,864.9610704574742
2661,Double,Holiday Inn,Summer,40.0,Festivals,Friday,Medium,466.56,3918.91,737.6994671251202
2662,Suite,Holiday Inn,Winter,49.0,Conferences,Tuesday,High,696.98,7014.94,723.1235380618384
2663,Suite,Sheraton,Summer,66.0,Festivals,Tuesday,Medium,502.68,4293.31,926.3900457738589
2664,Deluxe,Holiday Inn,Summer,38.0,Conferences,Thursday,Medium,489.79,4732.34,1327.8084981329923
2665,Suite,Sheraton,Spring,43.0,Festivals,Friday,Medium,499.2,3625.93,940.9272737427222
2666,Double,Holiday Inn,Spring,53.0,Conferences,Thursday,Medium,622.55,4586.65,1022.9667657119893
2667,Double,Holiday Inn,Winter,51.0,Conferences,Tuesday,High,699.92,6871.61,533.690840940336
2668,Suite,Holiday Inn,Summer,55.0,Festivals,Thursday,Medium,481.73,3205.64,854.8550467654986
2669,Double,Sheraton,Winter,27.0,Festivals,Thursday,Medium,385.78,4633.83,417.24801004096275
2670,Suite,Holiday Inn,Spring,36.0,Festivals,Thursday,Low,405.75,3006.67,907.9151584481292
2671,Suite,Holiday Inn,Spring,66.0,Festivals,Wednesday,Medium,627.63,4415.08,1099.182347270908
2672,Suite,Holiday Inn,Summer,47.0,Conferences,Friday,Medium,384.65,5308.31,1292.5406379375372
2673,Deluxe,Holiday Inn,Summer,44.0,Conferences,Wednesday,Medium,556.12,5900.96,1596.3424647665486
2674,Suite,Holiday Inn,Spring,49.0,Conferences,Wednesday,Medium,500.49,4941.19,977.2091759093505
2675,Double,Marriott,Spring,59.0,Parades,Tuesday,Medium,552.14,5007.4,786.6652527132455
2676,Double,Holiday Inn,Autumn,46.0,Conferences,Friday,High,392.09,4461.08,1236.8138109031756
2677,Double,Marriott,Summer,67.0,Parades,Tuesday,Medium,688.4,6320.44,1323.2439768415488
2678,Suite,Sheraton,Spring,48.0,Conferences,Wednesday,Medium,688.2,4196.04,1051.478346691203
2679,Double,Holiday Inn,Spring,36.0,Sports Events,Thursday,Medium,449.53,4430.85,584.1096701037218
2680,Suite,Marriott,Spring,55.0,Sports Events,Friday,Medium,844.44,5311.53,1014.4115835372721
2681,Suite,Sheraton,Autumn,48.0,Festivals,Friday,High,536.46,2381.15,1243.2184194036831
2682,Suite,Holiday Inn,Summer,50.0,Festivals,Friday,Medium,390.83,6236.6,1378.2742378934136
2683,Deluxe,Holiday Inn,Summer,39.0,Festivals,Friday,Medium,602.0,4825.35,1151.0098977396353
2684,Suite,Sheraton,Spring,49.0,Concerts,Thursday,Medium,471.58,5018.91,615.5872438649188
2685,Suite,Hyatt,Autumn,67.0,Sports Events,Sunday,Medium,464.54,3494.04,1463.2291435960044
2686,Suite,Holiday Inn,Spring,34.0,Festivals,Thursday,Medium,548.02,5964.1,841.0866601676329
2687,Double,Marriott,Spring,48.0,Festivals,Wednesday,Medium,380.51,5048.58,453.0399456787186
2688,Suite,Marriott,Summer,29.0,Conferences,Thursday,Medium,478.26,3050.41,930.9654013482113
2689,Double,Holiday Inn,Summer,45.0,Conferences,Friday,Medium,550.05,5615.56,1233.9331570189884
2690,Suite,Holiday Inn,Winter,53.0,Festivals,Saturday,Medium,615.75,4680.19,638.1573213964174
2691,Deluxe,Holiday Inn,Spring,48.0,Festivals,Wednesday,Medium,552.8,5346.78,1017.2439338418383
2692,Suite,Holiday Inn,Autumn,49.0,Sports Events,Thursday,Medium,525.73,4800.97,1299.4840635704907
2693,Double,Sheraton,Spring,42.0,Sports Events,Thursday,Medium,391.25,5166.11,583.9556396613191
2694,Suite,Holiday Inn,Spring,54.0,Festivals,Friday,Medium,573.13,3495.61,780.831663582124
2695,Suite,Holiday Inn,Summer,47.0,Festivals,Friday,Medium,457.21,5008.36,1104.372769492585
2696,Deluxe,Sheraton,Spring,48.0,Festivals,Sunday,High,737.32,4586.4,1373.547109189046
2697,Deluxe,Sheraton,Summer,58.0,Sports Events,Thursday,Medium,551.79,5666.41,991.3199451107143
2698,Suite,Holiday Inn,Summer,41.0,Festivals,Wednesday,Medium,656.39,5571.64,1033.2522139713085
2699,Suite,Holiday Inn,Summer,20.0,Sports Events,Wednesday,Medium,682.74,5892.93,811.7110323724895
2700,Double,Marriott,Autumn,47.0,Festivals,Friday,Medium,616.01,5767.68,1469.1000559497484
2701,Deluxe,Sheraton,Spring,41.0,Festivals,Friday,Medium,678.68,5028.42,1237.1450828812415
2702,Suite,Sheraton,Summer,41.0,Sports Events,Wednesday,Medium,611.7,4943.15,1023.3861766370592
2703,Suite,Marriott,Spring,15.0,Conferences,Wednesday,Low,614.39,5721.32,795.65723037148
2704,Double,Holiday Inn,Spring,68.0,Festivals,Friday,High,490.28,2989.36,824.7614392888132
2705,Double,Sheraton,Spring,34.0,Conferences,Friday,Medium,267.04,5122.68,517.1822710127518
2706,Suite,Holiday Inn,Winter,37.0,Sports Events,Thursday,Medium,624.07,6132.49,546.3011546798208
2707,Suite,Holiday Inn,Spring,38.0,Festivals,Saturday,Medium,546.17,2943.93,931.3047695554039
2708,Suite,Marriott,Summer,14.0,Festivals,Wednesday,High,669.56,3228.18,796.7079109951858
2709,Suite,Marriott,Autumn,55.0,Festivals,Wednesday,Medium,426.5,7941.37,1504.6341893254648
2710,Deluxe,Marriott,Spring,60.0,Sports Events,Friday,Medium,415.14,6679.22,827.9889155865753
2711,Double,Sheraton,Spring,41.0,Conferences,Thursday,Medium,663.15,3698.46,776.8149398418956
2712,Deluxe,Marriott,Summer,43.0,Sports Events,Wednesday,Low,413.92,5349.49,1033.7180563450015
2713,Suite,Marriott,Spring,45.0,Conferences,Friday,Medium,461.91,3462.63,928.9199396023492
2714,Deluxe,Holiday Inn,Spring,65.0,Festivals,Friday,Medium,467.68,6349.08,1142.3829568998005
2715,Double,Sheraton,Spring,61.0,Conferences,Friday,Medium,587.45,6757.44,1159.289732312129
2716,Suite,Sheraton,Summer,51.0,Conferences,Friday,Medium,370.47,6477.99,1468.8251859102702
2717,Suite,Holiday Inn,Summer,53.0,Sports Events,Saturday,Medium,547.2,5078.83,1225.602509604987
2718,Suite,Holiday Inn,Summer,37.0,Conferences,Wednesday,Medium,546.71,6057.92,1243.1955737090257
2719,Suite,Holiday Inn,Summer,62.0,Festivals,Thursday,Medium,430.5,6182.08,1121.216520215563
2720,Suite,Sheraton,Spring,60.0,Conferences,Friday,Medium,668.38,5872.13,1132.6116853886094
2721,Suite,Holiday Inn,Summer,45.0,Sports Events,Wednesday,Medium,571.0,6816.6,1082.447602539599
2722,Suite,Holiday Inn,Spring,52.0,Conferences,Thursday,Medium,493.31,5293.17,1070.9080056441283
2723,Deluxe,Holiday Inn,Summer,54.0,Festivals,Thursday,Medium,594.89,7001.61,1372.30901921719
2724,Double,Sheraton,Spring,47.0,Festivals,Friday,Medium,522.62,5969.33,790.1280189101639
2725,Suite,Marriott,Summer,53.0,Sports Events,Thursday,Medium,488.77,6833.34,993.1177837197359
2726,Deluxe,Sheraton,Summer,48.0,Festivals,Thursday,High,367.42,4717.5,1063.3774044957977
2727,Suite,Marriott,Summer,50.0,Sports Events,Wednesday,Medium,409.74,5874.19,993.5999020543003
2728,Suite,Holiday Inn,Summer,38.0,Festivals,Thursday,Low,388.41,4187.69,791.3046841658684
2729,Double,Holiday Inn,Autumn,44.0,Concerts,Friday,Low,422.05,4803.69,940.0629356865143
2730,Deluxe,Holiday Inn,Spring,46.0,Festivals,Thursday,Low,614.15,4791.44,1185.584452692525
2731,Suite,Holiday Inn,Spring,46.0,Festivals,Thursday,Medium,546.66,5149.1,1067.33545102646
2732,Suite,Marriott,Summer,54.0,Conferences,Thursday,Medium,370.0,5060.96,1314.8203142228615
2733,Suite,Marriott,Summer,38.0,Sports Events,Wednesday,Medium,574.57,5960.55,822.5746276957206
2734,Suite,Marriott,Spring,71.0,Conferences,Thursday,Medium,291.33,4506.12,776.3041923028729
2735,Double,Holiday Inn,Summer,33.0,Festivals,Saturday,High,432.96,3271.94,880.702884864935
2736,Suite,Marriott,Spring,60.0,Festivals,Thursday,Medium,800.21,2567.63,876.9952378205418
2737,Suite,Holiday Inn,Summer,52.0,Festivals,Wednesday,Medium,310.22,4183.68,886.4830751264727
2738,Suite,Holiday Inn,Summer,50.0,Conferences,Tuesday,Low,657.29,5588.41,1038.6309885824585
2739,Suite,Sheraton,Summer,46.0,Parades,Thursday,Medium,364.16,2734.59,1169.3275275629521
2740,Suite,Sheraton,Summer,35.0,Conferences,Thursday,Medium,559.42,3804.34,1070.8083901155603
2741,Double,Holiday Inn,Winter,32.0,Conferences,Friday,Medium,626.65,3996.17,533.6899721361377
2742,Suite,Marriott,Spring,51.0,Festivals,Friday,Medium,434.49,4325.59,798.4389232277817
2743,Double,Sheraton,Summer,56.0,Conferences,Thursday,Medium,540.28,3293.11,1085.076073647318
2744,Suite,Marriott,Autumn,47.0,Festivals,Wednesday,Medium,473.08,6240.61,1311.5899593023873
2745,Deluxe,Sheraton,Spring,62.0,Festivals,Friday,High,495.9,2945.43,962.7071162409084
2746,Deluxe,Sheraton,Spring,45.0,Conferences,Thursday,Medium,318.69,4723.6,993.9882888889982
2747,Suite,Holiday Inn,Summer,31.0,Sports Events,Thursday,Medium,436.85,5927.91,786.7683019658173
2748,Suite,Holiday Inn,Spring,38.0,Conferences,Wednesday,High,380.13,5058.01,869.8774220226146
2749,Double,Holiday Inn,Spring,59.0,Parades,Friday,Medium,613.57,7173.95,1296.8830877546688
2750,Suite,Marriott,Spring,27.0,Festivals,Friday,Medium,621.68,6156.01,1052.8323009654223
2751,Suite,Holiday Inn,Summer,53.0,Conferences,Thursday,Medium,611.32,4631.04,1420.8213458656073
